Analog1, Analog2, Digital1, Digital2
13257,14104,0,0
13498,13968,0,0
13356,14036,0,0
13425,13955,0,0
13223,13985,0,0
13333,14074,0,0
13527,13972,0,0
13510,14003,0,0
13445,14174,0,0
13615,14178,0,0
13632,14068,0,0
13582,14011,0,0
13606,14201,0,0
13729,14199,0,0
13674,14044,0,0
13662,14041,0,0
13679,14016,0,0
13841,14188,0,0
13626,14004,0,0
13585,14004,0,0
13802,14015,0,0
13820,14054,0,0
13749,13945,0,0
13835,14016,0,0
13745,14022,0,0
13770,14048,0,0
13864,14054,0,0
13973,14055,0,0
13867,14082,0,0
13883,14113,0,0
13986,13822,0,0
13768,13739,0,0
13981,13945,0,0
13853,14019,0,0
13935,14072,0,0
13951,14038,0,0
13870,14111,0,0
14004,14169,0,0
13840,14105,0,0
13955,14026,0,0
14171,13971,0,0
14032,14143,0,0
14015,13951,0,0
14157,13937,0,0
13824,13939,0,0
13936,13886,0,0
13934,14031,0,0
13854,14075,0,0
13840,14058,0,0
14008,14204,0,0
14108,13972,0,0
13859,14018,0,0
13962,14139,0,0
14108,13921,0,0
14103,14090,0,0
14099,14044,0,0
14175,13871,0,0
14245,13931,0,0
14123,13857,0,0
14045,14030,0,0
14184,13915,0,0
14152,13903,0,0
14263,13878,0,0
14172,13927,0,0
14119,13792,0,0
14269,13983,0,0
14200,14059,0,0
14223,13956,0,0
14282,13863,0,0
14160,13974,0,0
14380,14070,0,0
14383,14124,0,0
14305,13850,0,0
14404,13973,0,0
14461,13876,0,0
14367,13778,0,0
14288,14007,0,0
14270,14072,0,0
14225,14044,0,0
14241,14066,0,0
14351,14128,0,0
14274,13952,0,0
14378,13927,0,0
14164,13890,0,0
14215,13979,0,0
14320,14050,0,0
14259,13950,0,0
14246,13860,0,0
14412,13969,0,0
14161,13841,0,0
14282,13872,0,0
14234,13947,0,0
14344,13810,0,0
14375,13897,0,0
14383,13823,0,0
14226,14092,0,0
14192,13917,0,0
14312,13787,0,0
14198,13917,0,0
14190,13814,0,0
14198,13903,0,0
14307,13943,0,0
14219,13831,0,0
14262,14061,0,0
14245,13895,0,0
14258,14018,0,0
14048,13845,0,0
14340,14010,0,0
14308,13798,0,0
14272,13902,0,0
14197,13931,0,0
14281,13919,0,0
14178,14021,0,0
14260,14085,0,0
14326,13849,0,0
14210,14056,0,0
14296,13936,0,0
14137,14030,0,0
14334,13909,0,0
14250,14039,0,0
14202,13791,0,0
14199,14013,0,0
14115,13977,0,0
14231,13949,0,0
14064,14007,0,0
13968,14010,0,0
14013,13931,0,0
14037,13981,0,0
13976,13977,0,0
14051,14053,0,0
13961,13955,0,0
13992,14095,0,0
13841,13919,0,0
14065,13915,0,0
13861,13938,0,0
13868,14007,0,0
13915,13863,0,0
13728,13952,0,0
13774,13860,0,0
13857,13828,0,0
13753,13864,0,0
13814,13889,0,0
13907,13978,0,0
13813,13826,0,0
13731,14039,0,0
13723,14047,0,0
13834,13930,0,0
13713,13919,0,0
13857,13941,0,0
13750,13853,0,0
13791,14059,0,0
13564,13895,0,0
13729,14003,0,0
13712,13981,0,0
13497,13885,0,0
13504,13830,0,0
13537,13945,0,0
13773,14050,0,0
13632,13783,0,0
13833,13911,0,0
13590,14165,0,0
13550,13987,0,0
13595,14048,0,0
13447,13885,0,0
13619,13996,0,0
13540,14090,0,0
13607,13972,0,0
13529,14079,0,0
13588,13956,0,0
13559,13967,0,0
13554,14000,0,0
13399,13890,0,0
13468,13961,0,0
13516,13871,0,0
13551,14146,0,0
13568,13960,0,0
13573,13871,0,0
13518,13987,0,0
13543,13919,0,0
13570,13891,0,0
13609,13941,0,0
13406,14014,0,0
13660,14023,0,0
13407,13849,0,0
13392,13868,0,0
13577,13774,0,0
13550,13855,0,0
13293,13926,0,0
13518,13912,0,0
13369,13998,0,0
13549,13932,0,0
13370,13984,0,0
13586,13999,0,0
13560,13898,0,0
13511,13859,0,0
13563,13944,0,0
13512,13873,0,0
13772,13767,0,0
13606,13933,0,0
13828,13894,0,0
13864,13856,0,0
13872,13903,0,0
13802,13957,0,0
13877,13999,0,0
13864,13842,0,0
13956,13860,0,0
13959,14009,0,0
13809,14077,0,0
13994,13970,0,0
14111,13823,0,0
14217,13861,0,0
14190,13912,0,0
14102,13944,0,0
14013,13864,0,0
14317,13782,0,0
14095,13863,0,0
14227,13969,0,0
14250,13846,0,0
14248,13843,0,0
14343,13823,0,0
14191,14019,0,0
14213,13711,0,0
14244,13928,0,0
14314,14032,0,0
14282,13974,0,0
14284,13908,0,0
14178,13986,0,0
14165,13925,0,0
14257,13889,0,0
14125,13951,0,0
14186,13881,0,0
14274,13717,0,0
14157,13905,0,0
14110,13931,0,0
14291,14015,0,0
14143,13870,0,0
14058,14034,0,0
13988,14067,0,0
14320,13863,0,0
14244,13887,0,0
14230,13825,0,0
14277,13892,0,0
14314,14001,0,0
14294,13953,0,0
14409,13903,0,0
14303,13840,0,0
14478,13857,0,0
14447,13944,0,0
14426,13840,0,0
14457,13895,0,0
14475,13894,0,0
14507,13836,0,0
14406,13895,0,0
14509,13929,0,0
14535,13874,0,0
14398,13793,0,0
14369,14012,0,0
14359,14071,0,0
14302,13911,0,0
14404,13944,0,0
14114,13824,0,0
14171,13836,0,0
14183,13812,0,0
13972,13756,0,0
14145,13885,0,0
14176,13918,0,0
14029,13897,0,0
14130,13738,0,0
14078,13961,0,0
14035,13823,0,0
14065,13763,0,0
13872,13636,0,0
14046,13851,0,0
13842,13901,0,0
14197,13645,0,0
13790,13875,0,0
13909,13781,0,0
13981,13984,0,0
13926,13820,0,0
13948,13938,0,0
13815,13713,0,0
13795,13927,0,0
13891,13991,0,0
13735,13873,0,0
13883,13912,0,0
13971,13800,0,0
13803,13885,0,0
13901,13984,0,0
13804,13956,0,0
13855,13901,0,0
13759,13757,0,0
13795,13864,0,0
13880,13862,0,0
13828,13853,0,0
13853,13725,0,0
13849,13718,0,0
13653,13800,0,0
13673,13709,0,0
13835,13949,0,0
13893,13923,0,0
13699,13827,0,0
13669,13821,0,0
13744,13759,0,0
13714,14079,0,0
13590,13867,0,0
13679,13923,0,0
13830,13747,0,0
13565,13821,0,0
13712,13861,0,0
13708,13789,0,0
13619,13942,0,0
13532,13774,0,0
13738,13762,0,0
13600,13912,0,0
13785,13884,0,0
13506,13810,0,0
13685,13799,0,0
13552,13959,0,0
13613,13945,0,0
13620,13919,0,0
13567,13971,0,0
13536,14036,0,0
13577,14043,0,0
13625,13851,0,0
13504,13913,0,0
13502,13697,0,0
13434,13955,0,0
13543,13850,0,0
13538,13773,0,0
13445,13934,0,0
13728,13971,0,0
13365,13882,0,0
13539,14000,0,0
13458,13886,0,0
13376,13863,0,0
13542,14126,0,0
13472,13904,0,0
13462,13860,0,0
13419,13898,0,0
13545,13838,0,0
13713,13858,0,0
13667,13820,0,0
13561,13801,0,0
13498,13963,0,0
13542,13926,0,0
13573,13792,0,0
13548,13833,0,0
13497,13874,0,0
13366,13864,0,0
13463,13817,0,0
13323,13921,0,0
13490,13847,0,0
13503,13919,0,0
13406,14088,0,0
13433,13848,0,0
13372,13975,0,0
13368,13896,0,0
13376,13775,0,0
13381,13955,0,0
13399,13834,0,0
13515,13835,0,0
13372,13963,0,0
13365,13973,0,0
13396,13841,0,0
13400,13944,0,0
13317,13807,0,0
13366,13962,0,0
13357,13922,0,0
13476,13919,0,0
13345,13894,0,0
13392,13711,0,0
13371,13919,0,0
13395,13837,0,0
13493,13910,0,0
13465,14003,0,0
13394,13862,0,0
13515,13941,0,0
13449,13880,0,0
13209,13917,0,0
13469,13867,0,0
13464,13850,0,0
13321,13947,0,0
13436,13981,0,0
13355,13823,0,0
13388,13719,0,0
13217,13949,0,0
13362,13811,0,0
13199,13899,0,0
13497,13952,0,0
13422,14097,0,0
13176,13882,0,0
13487,13914,0,0
13403,13810,0,0
13342,13878,0,0
13319,13826,0,0
13418,14028,0,0
13361,13902,0,0
13324,13882,0,0
13371,13653,0,0
13260,13800,0,0
13483,13973,0,0
13185,13912,0,0
13301,13939,0,0
13284,13827,0,0
13478,13896,0,0
13365,13931,0,0
13525,13906,0,0
13217,13759,0,0
13462,13772,0,0
13424,13855,0,0
13309,14001,0,0
13243,14042,0,0
13140,13998,0,0
13393,13849,0,0
13291,13951,0,0
13183,13901,0,0
13285,13896,0,0
13255,13924,0,0
13459,13918,0,0
13465,14028,0,0
13414,13892,0,0
13482,13757,0,0
13408,13874,0,0
13318,13732,0,0
13445,13960,0,0
13449,13934,0,0
13320,13947,0,0
13280,14004,0,0
13401,14016,0,0
13423,13895,0,0
13311,13742,0,0
13300,13964,0,0
13409,13910,0,0
13357,13773,0,0
13392,13977,0,0
13281,14147,0,0
13441,13933,0,0
13381,13968,0,0
13361,13965,0,0
13385,13921,0,0
13319,13844,0,0
13207,14097,0,0
13333,13857,0,0
13296,13835,0,0
13356,13971,0,0
13316,13849,0,0
13343,13994,0,0
13311,13949,0,0
13340,13842,0,0
13273,13881,0,0
13200,13810,0,0
13412,13934,0,0
13345,13972,0,0
13402,14084,0,0
13325,14169,0,0
13419,13957,0,0
13379,13849,0,0
13361,13995,0,0
13496,13819,0,0
13121,13956,0,0
13327,13927,0,0
13515,14029,0,0
13337,13994,0,0
13209,14004,0,0
13373,13812,0,0
13298,13935,0,0
13275,13883,0,0
13399,13814,0,0
13275,13874,0,0
13394,14289,0,0
13370,13827,0,0
13233,13939,0,0
13310,13825,0,0
13178,13956,0,0
13413,14052,0,0
13276,13811,0,0
13581,13846,0,0
13338,14010,0,0
13318,13770,0,0
13040,13920,0,0
13303,13840,0,0
13414,13746,0,0
13218,13940,0,0
13391,13971,0,0
13168,13814,0,0
13171,13826,0,0
13296,13755,0,0
13211,13903,0,0
13291,13895,0,0
13217,13852,0,0
13253,13902,0,0
13310,13920,0,0
13304,13797,0,0
13280,13876,0,0
13090,13709,0,0
13222,13849,0,0
13220,13853,0,0
13199,13868,0,0
13273,13911,0,0
13385,13810,0,0
13295,13968,0,0
13250,13840,0,0
13238,13782,0,0
13376,13841,0,0
13226,13890,0,0
13231,13959,0,0
13129,13767,0,0
13283,13898,0,0
13224,13950,0,0
13273,13832,0,0
13244,13858,0,0
13312,13938,0,0
13180,13952,0,0
13087,13878,0,0
13107,14042,0,0
13161,13929,0,0
13361,13946,0,0
13377,13832,0,0
13238,13925,0,0
13201,13882,0,0
13124,13888,0,0
13357,13801,0,0
13165,13810,0,0
13234,13928,0,0
13279,14001,0,0
13176,13895,0,0
13221,13892,0,0
13175,13724,0,0
13174,13950,0,0
13073,13845,0,0
13026,13885,0,0
13162,13894,0,0
13227,13952,0,0
13166,13887,0,0
13205,13817,0,0
13139,13730,0,0
13154,13792,0,0
13118,13811,0,0
13159,13745,0,0
13190,13867,0,0
13179,13905,0,0
13425,13703,0,0
13179,13889,0,0
13269,13619,0,0
13168,13757,0,0
13191,13814,0,0
13082,13874,0,0
12986,13800,0,0
13120,13894,0,0
13378,13783,0,0
13163,13715,0,0
13205,13933,0,0
13093,13928,0,0
13166,13856,0,0
13463,13894,0,0
13181,13918,0,0
13281,14098,0,0
13191,13859,0,0
13447,13916,0,0
13087,13931,0,0
13291,13699,0,0
13344,13916,0,0
13242,14064,0,0
13246,14017,0,0
13304,13826,0,0
13198,13914,0,0
13188,13883,0,0
13035,13877,0,0
13095,13873,0,0
13033,13755,0,0
13191,13868,0,0
13185,13791,0,0
13175,13926,0,0
13356,13847,0,0
13329,13991,0,0
13155,14011,0,0
13094,13984,0,0
13266,13839,0,0
13350,13825,0,0
13291,14102,0,0
13098,13830,0,0
13181,13741,0,0
13248,14049,0,0
13134,13887,0,0
13233,13942,0,0
13255,13986,0,0
13168,13830,0,0
13153,13961,0,0
13219,13745,0,0
13179,13940,0,0
13179,13892,0,0
13223,13981,0,0
13189,13971,0,0
13199,13913,0,0
13071,14068,0,0
13145,13760,0,0
13149,13803,0,0
13272,13988,0,0
13208,14031,0,0
13374,13947,0,0
13168,14106,0,0
13225,13893,0,0
13071,13854,0,0
13348,13882,0,0
13029,13877,0,0
13204,14076,0,0
13191,13947,0,0
13168,13860,0,0
13137,13951,0,0
13295,13719,0,0
13061,13849,0,0
13295,13939,0,0
13128,13897,0,0
13189,13786,0,0
13116,13898,0,0
13244,13960,0,0
13361,13707,0,0
13196,13988,0,0
13055,14004,0,0
13158,13765,0,0
13249,13805,0,0
13226,13959,0,0
13031,13935,0,0
13246,13966,0,0
13162,14029,0,0
13162,13857,0,0
13061,13807,0,0
13094,13924,0,0
13049,13840,0,0
13129,13829,0,0
13033,13939,0,0
13155,13874,0,0
13164,13963,0,0
13255,13982,0,0
13150,13706,0,0
13209,13903,0,0
13178,14093,0,0
13070,13844,0,0
13014,13784,0,0
13341,14025,0,0
13304,13883,0,0
13186,13951,0,0
13069,13855,0,0
13080,13891,0,0
13058,13916,0,0
13201,13964,0,0
13103,13786,0,0
13149,13895,0,0
13026,14063,0,0
13111,14039,0,0
13184,13992,0,0
13145,14010,0,0
13192,13858,0,0
13170,13884,0,0
13134,13787,0,0
13206,13891,0,0
13143,13908,0,0
13126,13952,0,0
13121,13895,0,0
13128,13876,0,0
13228,13900,0,0
13231,13822,0,0
13199,13926,0,0
13264,13969,0,0
13122,13897,0,0
13218,13918,0,0
13214,13872,0,0
13191,14014,0,0
13251,13700,0,0
13027,14010,0,0
13231,13895,0,0
13315,13861,0,0
13087,13835,0,0
13265,13836,0,0
13138,13766,0,0
12983,14001,0,0
13321,13913,0,0
13289,13827,0,0
13179,13699,0,0
13090,13952,0,0
13233,13892,0,0
13170,14004,0,0
13211,13968,0,0
13115,13980,0,0
13091,13916,0,0
13274,13908,0,0
13230,13832,0,0
13175,13869,0,0
13137,13879,0,0
13062,13795,0,0
13021,13793,0,0
13320,13907,0,0
13118,13952,0,0
13263,13965,0,0
13235,13859,0,0
13195,13900,0,0
13274,13706,0,0
13162,13848,0,0
13340,13831,0,0
13151,13957,0,0
13247,13785,0,0
